q1,q2,q3,q4,q5,q6,q7,q41,q66,q77,q85,q86
6,1,3,2,E,1.63,59.88,4,3,2,3,4
5,2,3,2,E,1.83,69.4,1,4,5,4,1
3,1,1,2,E,1.63,54.43,1,4,4,3,3
4,2,2,2,E,1.7,61.24,4,3,8,4,5
6,2,4,2,E,,,1,4,1,4,4
4,2,2,2,E,1.8,71.22,1,3,8,1,5
4,1,2,2,C,1.6,49.44,3,4,7,5,2
4,1,2,2,E,,,1,4,5,3,2
6,1,4,2,E,1.63,78.93,1,5,8,4,1
7,2,4,2,E,1.63,96.62,1,3,6,3,4
3,1,1,2,E,1.63,63.5,1,3,8,2,1
3,1,1,2,E,1.7,56.7,1,3,1,4,2
3,2,1,2,E,1.83,83.92,1,4,1,2,2
4,1,1,2,C E,,,1,4,4,3,4
3,1,1,2,E,1.65,63.5,3,3,5,3,2
3,1,1,2,E,1.7,49.9,1,4,3,3,4
3,1,1,2,E,1.68,58.97,1,3,8,2,3
3,1,1,2,B,1.65,79.38,1,4,5,5,4
3,2,1,2,E,1.68,66.68,1,3,8,1,5
4,2,1,2,E,,,1,4,4,1,2
4,1,1,2,E,1.7,63.96,1,3,2,,
3,1,1,2,E,1.63,53.07,2,4,8,3,3
3,1,1,2,E,1.63,59.88,1,4,4,1,5
3,1,1,2,E,1.52,74.84,1,4,5,3,3
4,1,1,1,C,1.68,62.14,1,3,8,5,5
3,1,1,2,C,1.57,50.8,1,3,7,2,4
5,2,2,2,E,1.63,135.63,1,5,2,5,1
4,2,2,2,E,1.65,72.58,1,2,8,4,5
3,1,1,2,E,1.6,85.73,1,5,3,4,5
6,2,4,2,E,,,,4,1,4,4
,,,,,,,1,3,8,5,5
6,2,3,2,E,1.68,131.54,2,5,1,4,5
5,2,3,2,E,1.83,135.17,1,5,6,2,3
5,2,3,2,E,1.75,72.58,1,3,8,2,3
5,2,3,2,E,1.75,63.5,1,3,8,2,1
5,2,3,2,E,1.9,65.77,1,2,2,1,1
5,1,3,2,E,1.73,111.59,1,4,6,5,3
6,1,3,2,E,,,1,3,4,2,4
5,1,3,2,E,1.63,77.11,1,,,,
6,2,3,2,E,1.7,58.97,1,3,6,3,1
7,2,4,2,E,1.68,58.06,1,3,6,2,3
3,2,1,2,E,1.75,92.99,1,3,1,4,1
5,1,3,1,E,1.63,60.78,2,3,1,4,7
5,2,3,2,E,1.83,109.77,1,4,5,3,2
6,1,3,2,C,1.83,68.04,1,3,3,,
4,1,2,2,E,1.6,46.72,1,2,6,3,1
5,2,2,2,E,1.83,87.09,1,4,3,2,3
5,2,3,2,E,1.7,90.27,,4,4,2,3
5,2,3,2,B,1.7,49.9,1,2,8,3,4
5,2,3,2,E,1.65,63.5,1,3,1,2,2
6,1,3,2,C,1.5,49.9,1,3,2,3,2
6,2,3,2,E,1.96,149.69,1,5,8,3,2
5,2,3,2,E,,,1,3,1,2,2
6,2,3,2,E,1.8,113.4,2,4,8,3,3
5,1,3,2,A,1.57,79.83,1,4,8,3,5
3,1,1,1,,1.6,88,1,5,3,3,5
5,2,3,2,E,1.7,70.31,6,3,8,4,1
5,1,3,2,E,1.7,48.99,1,2,3,2,4
6,2,4,2,E,1.73,59.42,1,3,1,2,2
6,2,4,2,E,1.9,88.45,1,3,7,2,4
6,1,4,1,E,1.65,99.79,2,5,2,2,3
6,2,4,2,E,1.83,74.84,2,2,8,3,4
7,1,4,2,E,1.6,73.48,3,4,1,4,3
5,1,2,2,E,1.65,70.76,1,4,4,4,4
4,2,2,2,C,1.7,153.77,1,5,4,3,2
4,,2,2,E,,,1,3,2,3,2
5,2,2,2,E,1.75,68.04,1,3,2,5,3
4,2,2,1,,1.75,81.65,1,4,3,1,4
4,1,2,2,C E,1.6,54.43,1,3,2,4,3
5,2,2,2,C,1.73,63.5,1,3,8,1,7
4,2,2,2,E,,,1,4,3,3,4
4,2,1,2,E,,,1,,2,3,3
3,1,1,2,E,1.6,55.79,1,4,3,4,2
4,2,1,2,C,1.83,81.65,1,3,8,,4
3,2,1,2,E,1.68,65.77,1,3,5,1,4
3,1,1,2,C,1.65,74.84,1,3,4,3,1
4,2,1,2,E,1.7,72.58,3,4,4,2,2
4,2,1,2,E,1.83,63.5,1,3,2,3,3
3,2,1,2,E,1.73,86.18,4,4,2,4,1
3,2,1,2,C,1.7,129.28,1,5,3,1,2
4,2,1,2,C E,1.63,80.29,1,5,5,1,4
3,2,1,2,C,1.78,68.04,1,3,8,1,4
3,,1,2,E,,,1,4,5,4,3
3,2,1,2,E,,,1,3,,5,4
3,2,1,2,E,1.73,95.26,1,5,8,2,4
4,1,1,2,E,1.45,45.36,1,3,2,2,3
4,2,1,2,C,1.85,64.86,1,3,8,1,5
4,1,1,2,E,1.65,83.92,1,4,5,3,3
3,1,1,1,A,1.75,54.43,2,1,1,5,1
3,1,1,2,C,1.7,58.97,1,3,3,4,1
4,1,1,2,E,,,1,5,3,5,4
4,2,2,2,C,,,,3,3,4,3
4,2,2,2,C E,1.65,56.7,1,3,8,1,5
4,2,2,2,C,1.85,90.72,1,3,1,2,4
5,1,2,,,,,1,,1,1,6
4,2,2,2,E,,,1,3,2,1,3
4,1,2,2,E,1.68,63.5,1,4,5,3,3
4,2,1,2,E,1.73,84.82,1,4,4,3,1
5,2,2,2,E,1.73,58.97,2,2,5,3,3
,,,,,,,4,5,4,1,2
4,1,2,2,E,1.6,31.3,1,1,5,4,3
4,2,2,2,C,1.75,113.4,1,3,5,2,1
6,2,3,2,C,1.78,61.24,1,3,4,1,4
5,2,3,2,E,1.96,102.06,1,3,8,3,5
6,1,3,2,E,1.55,56.7,3,3,4,2,3
6,2,3,2,E,1.78,86.18,1,4,4,3,3
6,2,3,2,E,1.85,122.47,1,5,6,4,3
5,1,3,1,A,1.68,54.43,1,3,1,3,4
6,2,3,2,E,,,,4,1,,2
6,1,4,2,E,1.6,49.9,1,2,4,4,4
7,2,4,1,,1.65,61.24,1,3,4,1,1
6,2,4,2,E,,,1,4,8,3,2
6,2,4,2,E,1.78,65.77,1,3,4,4,3
6,2,4,2,E,1.8,79.38,2,3,8,2,5
6,2,4,1,E,1.7,86.18,1,3,4,3,1
7,1,4,2,C E,1.52,52.16,4,3,8,3,1
7,2,4,2,C,1.78,61.24,1,3,1,3,2
6,1,4,2,E,1.6,54.43,1,3,8,3,4
7,1,4,2,E,1.7,79.83,1,4,4,2,3
7,2,4,2,E,1.75,61.24,1,3,8,2,2
6,1,4,2,E,1.68,119.3,1,4,2,3,1
6,1,4,2,E,1.57,49.9,3,2,4,5,3
6,2,4,2,E,1.85,72.58,2,3,8,2,3
7,2,4,2,E,1.88,78.02,4,3,6,2,3
7,2,4,2,E,1.83,136.08,1,4,4,1,3
7,1,4,1,E,1.6,79.38,3,4,2,3,3
6,1,4,2,E,1.57,52.62,1,3,7,3,2
6,2,3,2,E,1.8,86.18,4,3,8,5,4
6,2,3,1,E,1.75,95.26,1,4,1,3,2
6,2,3,2,E,,,1,3,8,3,2
5,2,3,2,C,1.83,54.43,1,4,8,5,2
5,1,3,2,A,1.65,69.85,1,3,8,4,2
4,2,2,2,E,1.73,86.64,1,4,6,2,3
5,2,3,2,E,,,1,,1,4,2
5,2,3,2,E,1.73,59.42,1,3,8,4,2
5,2,2,1,D,1.73,77.11,1,4,8,3,4
4,1,2,2,C,1.6,63.5,1,3,4,2,1
7,2,4,2,E,1.83,77.11,1,3,7,1,2
5,2,3,2,E,1.8,63.5,1,2,3,5,3
6,1,3,1,E,1.57,82.56,1,4,6,3,3
5,2,2,2,E,1.83,87.09,1,4,4,1,4
5,2,2,1,E,,,7,5,1,5,1
4,2,2,2,E,1.8,70.76,1,3,8,3,3
4,2,2,2,E,1.7,102.51,2,4,6,,
4,1,2,2,E,1.55,63.5,1,5,1,5,1
5,1,2,1,,,,1,3,1,3,3
5,2,2,2,E,1.75,98.88,1,4,8,1,3
5,1,2,2,C,1.68,73.94,1,4,3,3,4
4,2,2,2,E,1.75,54.43,2,2,6,5,5
6,1,4,2,A C,1.52,56.25,3,3,5,3,2
4,2,2,2,E,1.63,49.9,1,2,6,4,2
6,2,2,2,A C,1.73,57.15,1,3,3,2,2
5,1,2,2,C,,,1,4,1,4,3
5,1,2,2,C,1.65,63.5,1,4,6,5,1
4,2,2,1,,1.68,71.67,1,3,3,3,1
4,2,2,2,E,1.78,64.86,2,3,8,4,2
4,2,2,1,C,1.73,48.54,1,2,5,3,1
4,2,2,1,C,1.8,58.97,,2,1,2,6
5,2,2,2,C,1.78,63.5,1,3,1,1,1
5,1,2,2,C E,1.73,66.68,1,3,8,4,3
6,1,4,2,E,1.68,61.24,2,3,5,3,3
7,2,4,2,E,1.83,90.72,1,3,8,4,2
6,1,4,2,E,1.65,48.08,3,2,4,4,5
6,1,4,2,E,1.68,75.75,3,4,1,4,3
7,2,4,2,E,1.68,113.4,1,4,1,1,3
6,2,4,2,A C E,1.88,78.93,2,3,8,3,5
6,2,4,1,C,1.83,86.18,1,4,5,1,4
7,2,4,2,A   E,1.83,95.26,2,4,5,4,3
6,1,4,1,E,1.52,50.35,3,2,8,5,3
6,2,4,2,DE,,,,3,8,1,3
6,2,4,2,E,1.85,107.05,1,5,3,2,2
7,2,4,2,E,1.9,120.2,1,4,3,2,1
6,1,4,1,A   E,1.65,100.7,2,4,3,5,4
6,2,4,1,C E,1.83,78.93,3,3,5,3,2
6,2,4,2,E,1.8,74.84,3,3,3,2,2
6,1,4,2,E,1.7,54.43,2,2,6,3,2
6,1,4,1,E,1.6,58.97,,3,3,5,3
7,2,4,2,E,,,1,3,2,1,4
6,2,4,2,E,1.83,65.77,4,3,8,2,2
6,2,4,2,E,1.9,84.37,2,4,6,4,4
7,1,4,2,E,1.55,58.51,1,2,1,4,2
6,1,4,2,E,,,1,4,3,3,4
,,,,,,,2,3,8,4,4
3,1,1,2,E,,,1,4,3,5,3
3,1,1,2,E,,,1,3,1,1,5
3,1,2,2,E,1.63,56.25,1,3,6,5,4
3,1,1,2,E,1.6,53.52,2,4,7,5,3
7,2,4,2,E,1.83,74.84,5,2,6,2,1
7,2,4,2,E,1.83,111.13,1,4,1,3,4
7,2,4,2,E,1.85,86.18,7,3,8,2,6
7,2,4,2,E,1.75,61.24,1,3,4,2,4
6,2,4,2,E,1.75,91.63,2,4,6,2,4
6,1,4,2,E,1.63,64.41,1,4,4,3,4
6,2,4,2,E,1.78,88.45,1,5,3,4,1
7,2,4,2,E,1.73,58.97,1,3,3,2,4
5,1,3,2,C E,1.7,59.88,2,3,2,3,6
6,1,3,2,E,1.6,49.9,1,3,6,2,6
5,2,3,2,E,1.88,110.22,1,5,6,1,2
5,2,3,2,E,1.85,70.31,2,3,8,3,4
4,2,2,2,E,1.78,47.63,1,2,8,2,7
4,2,2,2,E,1.83,115.67,2,4,1,4,3
4,2,2,2,E,1.85,56.7,1,1,1,2,3
4,2,2,2,E,1.78,65.77,1,4,3,3,3
4,1,2,2,E,1.63,62.6,,3,1,4,5
4,2,1,2,E,1.83,77.11,1,3,7,1,4
4,1,2,2,E,1.68,61.69,1,3,6,3,5
4,1,2,2,E,1.5,46.27,3,4,6,4,3
4,2,2,2,E,1.8,55.34,1,2,4,2,2
4,1,2,2,B,1.6,78.47,1,5,1,2,1
4,1,2,2,E,1.6,47.63,3,2,1,3,3
5,2,2,2,E,1.83,97.52,1,4,6,2,5
4,1,2,2,E,1.63,41.73,1,2,2,4,1
4,1,2,2,E,1.6,52.16,1,4,2,4,2
4,1,2,2,C,,,1,2,3,3,4
4,1,2,2,E,1.68,48.08,1,3,5,4,4
4,1,2,2,E,1.65,65.77,1,3,1,2,5
4,2,2,2,E,,,1,4,2,2,5
4,2,2,2,E,1.78,61.69,1,3,4,3,5
4,1,2,2,E,1.55,46.27,2,3,2,4,3
5,1,2,2,E,1.63,80.74,4,5,2,5,3
6,2,4,2,B,1.6,67.59,1,2,1,4,2
6,1,4,2,E,1.6,60.78,1,4,4,2,2
6,2,3,1,E,1.78,75.3,1,3,5,2,4
5,1,3,1,E,1.65,72.58,1,4,6,4,6
6,2,3,1,E,1.68,61.24,1,3,1,1,4
5,2,3,1,,1.85,138.35,1,5,8,2,4
6,1,3,1,E,1.68,49.9,3,3,4,4,6
5,1,3,1,A   E,1.6,53.07,,3,1,1,3
6,1,3,2,E,1.7,64.86,1,3,2,3,4
5,1,3,1,E,1.65,70.31,1,4,1,3,3
6,1,3,1,,1.63,46.72,,3,5,2,3
6,2,3,1,,,,1,4,8,1,3
5,2,3,1,,1.73,70.31,5,3,4,4,3
6,2,3,1,A,,,1,3,1,1,1
7,2,3,2,,,,1,3,8,5,
5,2,3,1,E,,,1,1,1,1,3
5,1,3,1,E,,,1,4,1,3,5
6,1,3,2,E,1.63,43.09,1,2,1,4,3
5,2,3,1,E,1.65,62.14,2,3,6,1,3
6,2,3,1,,1.7,78.02,1,3,8,3,5
5,1,3,2,E,1.78,61.24,1,4,8,4,2
6,1,3,1,,1.57,81.65,2,4,1,4,5
6,1,3,2,E,1.52,83.46,1,4,1,4,4
6,2,3,2,E,1.88,74.84,1,2,6,3,3
5,2,3,1,C,1.75,72.58,1,3,7,2,5
6,2,3,1,A,1.75,86.18,,,6,2,4
6,2,3,1,E,1.83,69.85,4,3,7,4,3
6,1,3,1,A   E,1.6,84.37,3,5,2,3,6
5,2,3,2,E,1.73,95.26,1,4,8,2,2
5,1,3,1,,1.55,58.97,3,3,8,1,3
6,1,3,2,E,,,1,3,3,3,3
6,1,3,2,A   E,,,1,5,1,3,1
6,2,3,2,E,,,,3,4,1,1
5,2,3,1,E,1.7,117.03,,4,1,4,3
5,1,3,2,E,1.57,58.97,1,3,8,3,3
4,2,2,2,E,1.73,96.16,1,4,6,1,5
4,2,2,1,E,1.73,63.5,2,3,3,1,5
5,1,2,1,E,1.68,68.95,1,3,1,1,3
5,2,2,1,E,1.63,61.24,1,3,1,2,4
5,2,2,1,E,1.65,48.54,1,2,6,4,3
5,2,2,1,E,1.73,99.79,1,4,4,1,4
5,2,2,,E,1.7,60.78,1,3,7,3,5
4,2,1,1,E,1.73,50.35,2,1,2,1,5
4,1,1,2,E,1.65,47.63,2,2,4,3,3
3,2,1,1,E,1.73,56.7,1,2,6,1,
7,1,4,1,A,1.47,77.11,1,5,3,5,1
7,2,4,1,C E,1.75,87.09,3,3,1,1,4
6,1,4,1,,1.65,75.75,2,4,5,4,3
6,1,4,1,A,1.6,72.58,3,3,6,3,3
7,2,4,2,E,1.73,61.24,1,3,2,3,6
7,2,4,1,E,1.7,90.72,,4,3,5,2
7,2,4,1,A,1.75,64.41,2,3,7,1,4
6,2,4,1,A,1.8,79.38,3,3,8,2,3
6,1,4,1,E,1.6,74.84,5,4,2,4,4
3,1,1,2,C E,1.65,61.24,1,3,6,1,3
3,1,1,1,,1.52,48.54,1,3,1,,
4,1,1,1,,1.63,48.08,1,3,8,2,5
3,1,1,1,,1.6,58.97,4,3,4,3,5
3,1,1,1,,1.63,65.77,1,4,8,2,6
4,1,1,1,,1.65,58.06,1,3,2,1,1
3,1,1,1,,,,1,3,1,1,3
5,1,2,2,E,1.52,55.34,1,3,6,4,3
7,2,4,2,E,1.88,72.58,6,3,1,1,2
6,2,4,1,,1.7,79.38,2,4,6,2,4
6,2,4,1,,1.68,50.35,1,2,6,3,4
6,1,4,1,,1.65,78.02,2,4,2,3,4
7,2,4,1,A,1.68,72.58,2,3,1,5,5
7,2,4,2,E,1.73,55.34,1,2,6,1,3
6,2,4,2,E,1.73,77.11,,3,6,3,4
4,1,2,1,E,1.6,55.79,1,3,1,4,3
5,2,2,1,D,1.73,92.99,,4,8,5,3
5,2,2,1,A,1.73,60.78,1,3,8,1,3
4,2,2,1,E,1.75,105.24,1,4,6,2,3
5,2,2,1,E,1.75,91.63,1,4,8,3,4
4,1,2,1,,1.6,69.85,2,4,8,4,4
5,2,2,1,,,,1,3,,,
5,2,2,1,,1.75,96.16,1,4,1,4,3
4,2,2,1,C,1.68,82.1,1,4,8,1,5
4,1,2,1,E,1.5,72.58,1,4,1,5,3
5,2,2,1,E,,,1,4,6,1,5
5,1,2,1,E,1.57,61.24,3,3,4,4,3
5,1,2,1,E,,,,2,8,3,4
5,1,2,1,E,1.63,54.43,1,4,5,2,1
7,2,4,1,E,1.7,89.81,2,4,1,1,1
6,1,4,1,E,1.57,68.95,2,4,2,4,6
7,1,4,2,E,,,2,2,7,4,4
7,1,4,1,A,1.6,90.72,1,4,4,4,4
6,2,4,1,A,,,1,3,8,1,5
6,1,4,1,E,1.55,65.32,1,4,2,3,2
7,2,4,1,A,1.93,117.48,1,4,2,2,6
5,2,4,1,,1.68,84.37,3,4,6,2,3
6,2,4,1,E,1.83,74.84,1,3,7,1,3
6,1,4,1,E,1.63,68.04,1,5,8,5,3
6,1,4,1,,1.55,65.77,2,4,1,4,4
7,1,4,1,,1.57,89.81,2,5,1,4,2
7,2,4,1,,1.73,81.19,3,3,8,2,4
6,2,4,1,A C,1.68,73.03,2,5,1,3,3
6,1,4,1,E,1.7,58.97,1,3,5,2,3
7,1,4,2,E,1.7,61.24,2,3,,2,6
6,2,4,1,,,,1,4,4,1,4
5,2,2,1,D,1.7,59.88,2,3,8,1,4
4,2,2,1,E,1.73,72.58,2,4,6,3,4
5,2,2,1,E,1.65,63.5,1,1,7,4,4
4,2,2,2,E,1.73,95.71,3,4,8,5,1
4,1,2,1,,1.65,56.7,1,3,5,2,4
3,1,1,1,E,1.6,68.04,1,3,8,4,2
3,1,1,1,,1.55,43.09,1,3,1,3,5
3,1,1,1,,1.55,56.7,,3,5,4,4
3,2,1,1,,1.55,51.26,,3,6,5,6
3,2,1,1,C,1.75,57.61,2,3,8,1,1
4,1,1,1,,1.65,63.5,1,3,6,4,3
4,2,1,1,,1.68,74.84,1,3,8,1,4
3,1,1,2,E,,,3,3,8,5,2
4,1,1,1,,1.47,40.37,,1,8,5,2
3,1,1,1,C,1.52,44.45,2,2,1,5,4
4,2,1,2,E,1.85,69.4,,2,4,3,3
4,1,1,2,E,1.68,48.99,1,2,1,4,5
4,1,1,2,E,1.7,56.7,,4,6,3,4
3,2,1,1,E,1.78,90.72,7,4,1,1,1
3,1,1,1,,,,1,3,5,3,3
4,1,1,1,,,,1,3,3,3,5
3,1,1,1,,,,,5,4,1,1
4,1,1,1,A,,,1,3,8,1,3
4,2,1,1,E,1.68,72.58,1,4,6,1,5
4,1,2,2,E,1.65,64.86,1,4,3,3,2
7,1,4,2,E,,,3,,5,5,1
4,1,2,2,C E,1.5,38.56,1,2,1,5,3
4,1,2,1,,,,1,4,3,3,5
4,2,2,1,E,1.73,68.95,1,3,8,2,5
6,1,4,2,E,1.57,49.9,2,3,3,3,4
4,2,1,1,E,1.75,63.5,1,3,8,4,3
3,1,1,1,E,1.57,72.58,1,4,4,4,5
4,1,1,1,,1.57,100.25,1,4,6,3,1
3,1,1,2,E,1.52,45.36,1,3,4,3,1
3,1,1,2,C E,,,1,,6,4,4
4,,1,2,E,,,,2,5,5,7
3,2,1,2,E,1.85,116.58,1,4,4,2,5
4,2,1,2,A   E,1.85,86.18,1,,4,4,1
3,2,1,1,E,1.6,67.59,3,4,3,4,2
4,1,1,2,C E,,,1,5,5,4,5
3,2,1,2,E,1.78,97.52,2,3,7,2,3
4,1,1,1,E,1.7,56.7,1,2,4,4,5
3,2,1,1,E,1.9,74.84,1,3,8,1,1
5,2,1,2,E,1.8,70.76,1,4,8,3,3
3,1,1,1,C E,1.65,65.77,1,3,7,2,4
6,2,4,2,E,1.73,79.38,1,5,2,4,3
4,2,2,2,E,1.63,52.16,1,2,5,2,3
5,2,2,2,E,,,1,3,8,3,3
4,1,2,2,D,1.57,49.9,2,2,4,5,2
5,2,2,2,C,1.83,104.33,,3,6,1,2
4,2,2,2,C,1.65,68.04,1,4,3,2,3
4,1,2,1,,1.55,60.33,1,,8,3,3
4,1,2,2,C,,,2,2,8,,
5,1,2,2,E,1.68,60.78,1,4,7,5,3
5,1,2,2,E,,,1,3,6,2,3
5,2,2,2,E,1.8,74.84,1,3,8,1,4
5,2,2,2,B,1.78,64.86,1,3,4,1,5
4,1,2,1,E,1.57,47.63,1,3,8,3,5
5,2,2,2,E,1.75,74.84,1,3,6,2,4
4,1,2,1,,1.63,49.9,1,2,1,3,4
5,1,2,2,E,1.73,95.26,1,4,5,4,4
5,1,3,1,E,1.65,113.4,1,4,4,4,2
5,1,3,2,E,1.65,64.86,2,3,3,4,3
6,1,4,2,E,,,2,3,3,3,3
5,2,4,2,E,1.85,80.29,1,4,1,3,4
6,1,3,2,E,1.73,78.02,2,3,8,3,4
6,1,3,2,E,1.57,51.71,3,3,5,3,4
6,2,4,2,C,1.73,65.77,1,2,3,3,3
7,2,4,1,E,1.7,74.84,1,4,8,4,1
6,1,4,2,E,1.65,71.67,3,4,8,4,3
6,1,4,2,CD,1.65,70.31,1,4,1,3,1
7,1,4,2,E,1.6,81.65,4,4,4,5,3
6,2,3,1,E,1.75,67.13,1,3,,1,3
6,1,4,2,C,,,1,3,6,3,3
7,1,4,2,E,1.68,48.99,3,1,4,3,3
6,2,4,2,C E,1.85,78.02,2,3,8,4,5
7,2,4,2,C,1.75,53.07,1,1,4,1,3
6,2,4,2,C,1.85,70.76,1,2,6,2,2
3,1,2,,E,1.35,74.84,5,4,8,3,2
7,2,4,2,E,1.78,68.04,1,3,8,1,2
6,1,4,2,E,1.63,68.04,1,3,2,4,1
5,1,3,1,E,1.63,68.04,2,3,1,3,3
5,1,3,1,A CD,1.55,68.04,3,4,1,3,3
7,2,4,2,B,1.78,99.79,1,4,5,3,3
6,1,3,1,,1.52,50.8,3,3,1,4,5
5,1,3,2,E,1.55,51.71,1,4,4,5,5
5,1,3,1,,1.6,48.99,1,2,5,5,3
5,1,3,2,E,1.68,65.77,1,3,2,3,4
6,1,3,2,C E,1.6,58.06,1,4,1,4,2
6,1,3,1,,1.57,53.07,4,2,1,5,2
1,2,2,1,E,,,2,3,8,4,6
6,2,3,1,,1.73,68.04,1,3,2,2,3
5,2,3,2,C,1.85,69.85,1,2,5,2,3
5,2,3,1,E,1.75,107.5,1,4,4,2,2
5,2,3,1,D,1.73,61.24,1,3,8,1,4
6,1,4,2,E,1.55,79.38,1,4,1,5,3
7,2,4,1,E,1.73,63.5,2,2,2,3,3
6,2,4,2,C,1.88,72.58,1,3,7,3,4
6,2,4,1,A,1.75,64.41,1,3,8,1,1
6,2,4,1,E,,,1,4,8,1,3
4,2,1,1,,,,,3,8,,3
4,1,2,1,A,,,1,3,2,1,6
3,1,1,1,E,1.7,89.36,1,,1,1,6
5,2,1,1,,,,1,3,6,1,3
4,2,1,2,E,,,1,3,1,3,4
3,2,1,2,E,1.65,81.65,1,3,6,1,5
4,1,1,2,E,1.63,49.9,,3,6,4,4
3,2,1,2,E,1.68,61.24,1,3,8,2,4
4,1,1,2,E,,,1,3,3,2,4
3,1,1,2,E,1.73,72.58,1,3,4,2,6
4,1,1,2,E,1.68,51.71,1,3,5,3,5
3,1,1,2,E,1.6,49.9,1,3,3,4,5
4,2,1,2,E,1.85,113.4,1,4,4,1,3
3,2,1,2,E,1.68,56.7,4,3,7,3,2
3,1,1,2,E,1.55,61.24,2,4,4,5,5
3,2,1,2,E,1.63,65.77,1,4,5,2,3
3,2,1,2,E,1.7,63.5,1,3,3,1,5
6,2,3,2,E,1.7,56.7,1,1,5,1,5
,2,3,1,ABCDE,,,,3,7,2,4
5,,3,2,E,,,1,1,1,1,1
5,2,3,2,E,1.78,68.04,1,3,8,3,4
6,1,3,1,E,1.47,45.36,1,3,3,4,3
6,1,3,2,E,1.65,56.7,1,3,8,3,4
5,2,3,2,E,1.8,92.99,1,4,4,2,5
5,1,3,2,E,1.7,92.99,1,5,1,3,1
5,1,3,2,E,1.75,61.24,4,3,8,5,5
5,1,3,2,E,1.68,67.13,2,3,4,5,5
5,1,3,2,E,1.68,58.97,1,3,5,3,3
5,2,3,2,A,1.9,81.65,2,3,6,3,4
6,2,3,2,E,1.8,90.72,2,4,4,5,1
5,1,3,2,E,1.73,58.97,1,3,4,1,5
4,2,2,2,A,1.7,56.7,2,3,7,5,1
4,2,2,2,C,1.9,95.26,2,4,8,2,5
4,2,2,2,E,1.75,59.88,1,2,8,1,3
5,,2,2,E,,,2,4,5,5,2
5,1,2,2,E,,,1,3,1,3,3
4,1,2,2,E,1.73,68.04,1,3,4,4,2
4,2,2,2,E,1.78,55.34,1,3,8,2,3
4,2,2,2,E,1.5,50.35,1,4,4,5,2
4,2,2,2,E,1.9,131.54,,4,4,3,1
5,1,2,2,E,1.55,54.89,1,3,5,2,4
4,2,2,2,E,1.65,61.24,1,3,8,3,4
4,2,2,2,E,1.75,64.86,1,3,8,1,2
6,2,4,2,E,1.78,74.84,3,3,8,1,5
7,2,4,2,E,1.83,87.09,5,4,6,2,3
6,2,4,2,E,1.83,158.76,2,5,4,1,4
6,1,4,2,E,1.63,71.67,1,3,8,4,2
6,1,4,2,E,1.6,52.16,1,2,4,2,2
6,2,4,2,E,1.88,102.06,1,4,8,1,6
4,2,1,2,E,1.83,62.14,2,2,8,1,6
3,2,1,2,E,1.68,83.01,1,5,3,1,3
2,1,1,2,E,1.75,88.45,1,4,3,3,6
3,1,1,2,E,1.73,54.43,5,2,4,5,1
4,1,2,2,A   E,1.57,52.16,5,4,8,3,
5,1,2,2,E,1.63,72.58,2,3,2,3,4
3,2,1,2,C,1.7,56.7,1,3,8,1,2
3,1,1,2,E,1.65,61.24,1,3,8,5,3
3,1,1,2,E,,,1,3,1,1,5
3,2,1,2,E,1.75,68.04,3,4,8,1,5
3,1,1,2,E,1.7,54.43,1,3,7,2,4
3,1,1,2,E,1.63,69.4,1,4,1,3,4
3,1,1,2,E,1.7,54.43,2,2,2,3,3
4,1,1,2,E,1.7,58.97,,3,7,2,5
3,2,1,2,E,1.7,52.62,1,2,3,1,3
3,1,1,2,E,,,1,3,8,2,4
4,1,2,2,E,1.65,95.26,1,4,1,4,4
4,2,2,1,A,1.55,54.43,1,3,5,3,1
4,1,2,2,E,1.73,58.97,1,3,1,3,4
4,1,2,2,E,1.68,54.43,2,2,4,2,5
6,1,3,2,E,1.78,70.31,1,4,6,2,3
5,2,3,2,E,1.83,95.26,1,5,7,2,5
5,2,3,2,E,,,,3,1,4,3
5,1,2,2,E,1.75,67.59,1,3,3,5,1
4,1,2,2,E,,,1,3,3,3,4
5,1,2,2,E,1.68,60.33,1,3,4,5,2
7,2,4,2,E,1.78,74.84,2,2,8,1,3
5,1,4,2,E,1.65,62.14,1,4,4,3,2
6,1,4,2,E,1.68,70.31,,4,4,5,4
7,1,4,2,E,,,7,5,,1,2
7,1,4,2,E,1.57,63.5,1,3,5,5,4
6,1,4,2,E,1.7,81.65,1,4,4,3,3
6,2,4,2,A   E,1.65,64.41,2,3,4,4,2
6,2,4,2,E,1.8,70.31,1,3,7,2,5
6,2,4,2,E,1.9,86.18,3,1,1,1,1
6,2,4,2,E,1.83,77.11,1,5,8,1,3
6,1,4,2,E,1.78,87.09,,3,6,4,5
3,2,1,1,,1.83,62.14,1,3,5,1,3
3,1,1,1,D,1.63,58.97,1,3,5,2,2
4,2,1,1,,1.8,74.84,2,2,6,1,3
3,1,1,1,,,,1,3,2,1,4
3,1,1,1,E,,,1,3,1,5,1
3,1,1,1,,1.65,62.6,1,4,8,4,3
3,2,1,1,,1.73,61.24,1,3,7,1,5
6,2,4,2,E,1.68,60.78,,3,8,3,2
6,2,4,1,,1.7,66.23,3,3,8,2,5
,,,,,,,1,,,,
6,2,4,1,A,1.8,49.9,1,1,6,3,2
6,2,4,1,A,1.78,80.29,,3,8,1,1
6,1,4,1,,1.55,52.16,1,2,8,4,2
6,2,4,2,C,1.83,74.39,1,3,6,2,2
